time;Bx;By;Bz;BT
6,054743;-22,68;-60,52;30,53;71,48
6,073996;-22,61;-60,22;30,66;71,26
6,094077;-22,85;-60,24;30,81;71,41
6,115029;-23,02;-60,29;30,81;71,52
6,134757;-22,93;-60,29;30,91;71,53
6,154709;-22,80;-60,35;31,21;71,66
6,174822;-22,70;-60,31;31,08;71,54
6,195412;-22,85;-60,65;30,87;71,79
6,214813;-22,80;-61,04;30,78;72,06
6,234997;-22,98;-61,10;30,53;72,07
6,255432;-22,96;-60,99;30,29;71,86
6,275057;-22,95;-61,10;30,27;71,94
6,295657;-22,93;-61,12;29,93;71,81
6,315961;-23,13;-60,87;29,69;71,57
6,337486;-23,11;-60,89;30,03;71,72
6,356886;-22,98;-60,93;30,03;71,71
6,375813;-23,15;-60,74;29,82;71,52
6,396992;-23,10;-60,95;29,88;71,70
6,419753;-22,89;-60,89;29,95;71,62
6,437975;-22,89;-60,80;30,14;71,61
6,457792;-22,81;-60,91;30,48;71,83
6,477067;-22,83;-60,84;30,46;71,76
6,497139;-22,96;-60,87;30,10;71,69
6,517835;-23,04;-60,63;30,25;71,57
6,537255;-22,87;-60,48;30,33;71,42
6,557466;-22,91;-60,48;30,59;71,54
6,577396;-23,11;-60,76;30,65;71,87
6,597557;-22,87;-60,74;30,48;71,70
6,617833;-22,95;-60,59;30,53;71,62
6,638260;-22,76;-60,70;30,65;71,71
6,658767;-22,93;-60,67;30,61;71,71
6,679347;-23,04;-60,91;30,85;72,06
6,702496;-23,23;-60,98;30,85;72,18
6,719054;-23,13;-61,02;30,68;72,11
6,739380;-22,87;-60,76;30,91;71,90
6,759270;-23,23;-60,76;30,96;72,04
6,779845;-23,15;-60,84;30,87;72,04
6,801759;-23,28;-60,93;30,91;72,18
6,819897;-23,04;-60,69;31,02;71,94
6,840033;-22,81;-60,29;30,81;71,45
6,859883;-22,68;-60,25;30,78;71,36
6,879971;-22,87;-60,16;30,87;71,38
6,900517;-23,25;-60,09;30,53;71,29
6,920611;-23,11;-60,31;30,57;71,46
6,940915;-23,04;-60,31;30,48;71,39
6,960956;-22,87;-60,29;30,46;71,31
6,981141;-22,93;-60,59;30,72;71,70
7,001399;-22,87;-60,59;30,80;71,71
7,021973;-22,83;-60,57;30,85;71,71
7,042157;-22,50;-60,69;30,48;71,54
7,061896;-22,23;-60,84;30,40;71,55
7,082876;-22,10;-60,65;30,53;71,41
7,102024;-22,14;-60,55;30,53;71,34
7,121297;-22,01;-60,63;30,53;71,36
7,141584;-22,12;-60,70;30,33;71,37
7,161632;-22,10;-60,78;30,14;71,35
7,185949;-21,95;-60,84;30,08;71,33
7,204159;-22,16;-60,59;30,33;71,29
7,223278;-22,31;-60,55;30,35;71,31
7,243210;-22,31;-60,52;30,27;71,25
7,263332;-22,55;-60,57;30,38;71,42
7,289687;-22,85;-60,42;30,50;71,44
7,304171;-22,40;-60,10;30,46;71,01
7,322767;-22,55;-60,22;30,38;71,12
7,344054;-22,81;-60,18;30,46;71,20
7,363670;-22,98;-60,50;30,76;71,65
7,382679;-22,95;-60,42;30,98;71,68
7,403703;-22,98;-60,46;30,89;71,68
7,423858;-22,63;-60,39;30,80;71,46
7,443684;-22,59;-60,37;30,81;71,44
7,463776;-23,13;-60,48;30,83;71,72
7,484632;-23,19;-60,65;31,19;72,03
7,505243;-23,19;-60,87;31,02;72,15
7,526197;-22,95;-60,72;30,74;71,82
7,545420;-22,89;-60,93;30,61;71,92
7,564835;-23,04;-60,95;30,59;71,98
7,584755;-23,13;-60,82;30,59;71,90
7,606542;-23,21;-60,84;30,53;71,92
7,626108;-22,96;-60,65;30,51;71,67
7,645810;-23,08;-60,37;30,23;71,35
7,666263;-23,02;-60,35;30,35;71,36
7,685776;-23,13;-60,31;30,46;71,42
7,705603;-22,98;-60,25;30,25;71,23
7,726014;-22,98;-60,18;30,16;71,13
7,748397;-22,98;-60,39;30,12;71,29
7,767849;-22,87;-60,37;30,05;71,20
7,786573;-22,85;-60,39;30,20;71,28
7,806430;-22,72;-60,42;30,06;71,21
7,826077;-22,66;-60,20;30,23;71,07
7,846481;-22,51;-60,24;30,29;71,08
7,866629;-22,63;-60,16;30,83;71,29
7,887424;-22,46;-60,29;30,96;71,40
7,907558;-22,61;-60,54;30,93;71,64
7,927716;-22,61;-60,57;30,89;71,65
7,948291;-22,59;-60,91;30,61;71,81
7,967772;-22,65;-60,93;30,63;71,86
7,989067;-22,44;-61,02;30,63;71,87
8,008291;-22,44;-61,06;30,55;71,87
8,027338;-22,65;-61,23;30,23;71,94
8,047641;-22,70;-61,34;30,08;71,99
8,068401;-22,51;-61,06;30,20;71,74
8,088561;-22,25;-61,06;30,36;71,73
8,109294;-22,33;-60,99;30,51;71,76
8,128935;-22,16;-60,76;30,51;71,51
8,149636;-22,23;-60,70;30,38;71,43
8,169986;-22,36;-60,57;30,23;71,30
8,189265;-22,01;-60,39;30,36;71,08
8,209196;-21,75;-60,39;30,66;71,13
8,229853;-21,91;-60,48;30,53;71,21
8,249052;-22,20;-60,50;30,42;71,26
8,273337;-22,12;-60,48;30,40;71,21
8,290374;-22,12;-60,61;30,40;71,32
