time;Bx;By;Bz;BT
3,870925;6,87;15,59;-27,44;32,30
3,891508;6,55;15,59;-27,61;32,38
3,911676;6,44;15,78;-27,76;32,57
3,930931;6,47;15,89;-27,65;32,54
3,951174;6,60;15,72;-27,39;32,26
3,970869;6,45;15,74;-27,41;32,26
3,991742;6,19;15,55;-27,37;32,08
4,012434;6,15;15,42;-27,20;31,87
4,032341;6,38;15,78;-27,29;32,16
4,052585;6,57;15,72;-27,07;31,98
4,072430;6,72;15,66;-26,99;31,92
4,092881;6,66;15,70;-27,07;31,99
4,113461;6,44;15,74;-27,16;32,05
4,133257;6,62;15,98;-27,22;32,25
4,155104;6,77;15,96;-26,88;31,99
4,173560;6,79;16,19;-26,86;32,09
4,193720;6,77;15,91;-26,92;31,99
4,214433;6,96;15,98;-27,09;32,21
4,233873;6,87;16,10;-27,20;32,34
4,253584;6,85;16,08;-27,27;32,39
4,273780;6,89;16,06;-27,35;32,45
4,293799;6,66;15,70;-27,35;32,23
4,313772;6,66;15,70;-27,71;32,53
4,333617;6,83;15,80;-27,84;32,73
4,354781;6,74;15,80;-27,67;32,56
4,374410;6,55;15,81;-27,55;32,44
4,394818;6,49;16,02;-27,46;32,45
4,415677;6,36;15,98;-27,37;32,33
4,434992;6,47;16,13;-27,20;32,28
4,455045;6,66;16,36;-27,29;32,51
4,476101;6,87;16,25;-27,24;32,45
4,495490;6,57;16,02;-27,24;32,27
4,519525;6,55;15,91;-27,31;32,28
4,535442;6,45;15,91;-27,39;32,32
4,555725;6,40;15,59;-27,42;32,19
4,575668;6,64;15,48;-27,54;32,28
4,595857;6,77;15,48;-27,59;32,35
4,616909;6,64;15,51;-27,59;32,34
4,637027;6,57;15,63;-27,52;32,32
4,657354;6,75;15,80;-27,22;32,19
4,677751;6,68;15,87;-27,31;32,29
4,696958;6,66;15,80;-27,22;32,17
4,718080;6,72;15,98;-27,27;32,32
4,737915;6,57;16,00;-27,22;32,25
4,757663;6,14;15,85;-27,27;32,14
4,778294;6,14;15,91;-27,37;32,24
4,797482;6,17;15,87;-27,46;32,31
4,817581;5,95;15,68;-27,69;32,37
4,840112;6,12;15,57;-27,46;32,16
4,858596;6,30;15,55;-27,61;32,31
4,879507;6,29;15,31;-27,50;32,09
4,897867;6,47;15,38;-27,46;32,14
4,918161;6,59;15,50;-27,48;32,23
4,938427;6,60;15,29;-27,33;32,01
4,958420;6,51;15,40;-27,22;31,94
4,978866;6,49;15,61;-27,33;32,14
4,998912;6,44;16,00;-27,41;32,38
5,018580;6,29;15,98;-27,42;32,36
5,039554;6,19;16,17;-27,39;32,40
5,059999;6,08;16,00;-27,42;32,33
5,079584;6,12;15,91;-27,52;32,37
5,099644;6,10;15,93;-27,44;32,31
5,119198;6,06;15,85;-27,65;32,44
5,139789;6,14;15,65;-27,54;32,26
5,160260;5,97;15,55;-27,63;32,26
5,181426;5,99;15,36;-27,65;32,19
5,200080;6,19;15,42;-27,76;32,35
5,222203;6,27;15,53;-27,82;32,47
5,241115;6,49;15,50;-27,86;32,53
5,260923;6,59;15,36;-27,82;32,45
5,281580;6,59;15,40;-27,72;32,39
5,304090;6,70;15,55;-27,74;32,50
5,322001;6,90;15,40;-27,63;32,38
5,341859;7,05;15,50;-27,74;32,55
5,361829;6,92;15,55;-27,87;32,66
5,382802;6,98;15,53;-27,89;32,68
5,402774;6,96;15,59;-27,80;32,62
5,423081;7,00;15,65;-27,87;32,72
5,443077;7,05;15,57;-27,91;32,73
5,462743;6,98;15,51;-27,76;32,56
5,483428;7,00;15,40;-27,87;32,61
5,502706;6,98;15,57;-27,50;32,36
5,523625;7,20;15,61;-27,27;32,24
5,543038;7,02;15,59;-27,16;32,09
5,563417;6,87;15,66;-27,09;32,03
5,583064;6,83;15,70;-27,22;32,16
5,604709;6,90;15,57;-27,22;32,11
5,624176;7,17;15,66;-27,48;32,43
5,644462;7,19;15,74;-27,41;32,41
5,664188;7,24;15,61;-27,57;32,50
5,684049;7,02;15,44;-27,57;32,37
5,704168;7,11;15,57;-27,63;32,50
5,725290;7,13;15,33;-27,74;32,49
5,744596;7,04;15,23;-27,61;32,31
5,764744;6,94;15,38;-27,46;32,23
5,784811;6,68;15,46;-27,20;31,99
5,804841;6,85;15,36;-27,12;31,92
5,826352;6,64;15,59;-27,20;32,05
5,845222;6,74;15,50;-27,33;32,13
5,865440;6,62;15,61;-27,12;31,99
5,885012;6,60;15,80;-26,88;31,87
5,906149;6,83;15,80;-26,67;31,74
5,925481;6,74;15,89;-26,71;31,80
5,945590;6,85;15,96;-26,37;31,58
5,965896;6,64;16,23;-26,64;31,89
5,987226;6,75;16,08;-26,75;31,93
6,007670;6,68;16,23;-26,77;32,01
6,027059;6,64;16,08;-26,97;32,10
6,046792;6,68;16,26;-27,11;32,31
6,067093;6,36;16,40;-27,14;32,34
6,087776;6,38;16,49;-27,18;32,42
6,108371;6,17;16,34;-27,74;32,78
6,128062;5,95;16,30;-27,56;32,56
6,146999;5,76;16,04;-27,56;32,40
6,167239;5,69;15,98;-27,27;32,12
6,187632;5,76;16,00;-27,20;32,08
6,208094;5,91;15,83;-27,22;32,04
6,228046;5,91;15,89;-27,39;32,21
6,248520;5,82;15,63;-27,56;32,21
6,269158;5,99;15,59;-27,22;31,93
6,288639;6,23;15,38;-27,29;31,94
6,307977;6,34;15,59;-27,22;32,00
6,329476;6,68;15,55;-27,37;32,18
6,348789;6,53;15,48;-27,44;32,18
6,368501;6,36;15,53;-27,44;32,17
6,388768;6,68;15,48;-27,44;32,21
6,408384;6,77;15,53;-27,14;32,00
6,428653;6,72;15,33;-27,37;32,08
6,449007;6,70;15,48;-27,39;32,16
6,469285;6,89;15,48;-27,26;32,09
6,489757;6,66;15,35;-27,18;31,92
6,509938;6,83;15,35;-27,18;31,95
6,529899;6,81;15,23;-27,42;32,10
6,549525;6,72;15,23;-27,56;32,19
6,569440;6,75;15,31;-27,63;32,30
6,590271;6,85;15,44;-27,63;32,38
6,612663;7,02;15,44;-27,63;32,42
6,630940;6,70;15,57;-27,72;32,50
6,650938;6,77;15,78;-27,82;32,69
6,670521;6,92;15,89;-27,87;32,82
6,690351;6,87;15,98;-27,65;32,67
6,710692;6,72;16,00;-27,42;32,45
6,730806;6,68;15,96;-27,48;32,48
6,751024;6,55;16,10;-27,71;32,70
6,771125;6,42;16,15;-27,57;32,59
