time;Bx;By;Bz;BT
5,184495;26,72;1,53;-15,03;30,70
5,204977;26,59;1,43;-14,94;30,53
5,225011;26,65;1,28;-14,82;30,52
5,244756;26,54;1,40;-14,94;30,48
5,264970;26,46;1,64;-14,82;30,37
5,285268;26,37;1,86;-14,73;30,26
5,306274;26,29;2,03;-14,79;30,23
5,325464;26,18;2,01;-14,97;30,23
5,345641;26,22;2,09;-14,99;30,27
5,365608;26,33;2,07;-15,01;30,38
5,386186;26,33;2,01;-15,14;30,44
5,406677;26,31;1,90;-14,99;30,34
5,426568;26,20;1,60;-15,14;30,30
5,446415;26,01;1,55;-15,35;30,24
5,466166;26,05;1,55;-15,40;30,30
5,486898;26,12;1,64;-15,25;30,30
5,507018;26,09;1,71;-15,05;30,16
5,527567;25,92;1,62;-14,79;29,88
5,547947;25,86;1,51;-14,77;29,82
5,568567;25,80;1,62;-14,92;29,85
5,588661;26,27;1,79;-14,71;30,16
5,608879;26,65;1,85;-14,64;30,46
5,630226;26,59;1,86;-14,47;30,33
5,647642;26,42;1,83;-14,69;30,29
5,667672;26,22;1,60;-14,79;30,14
5,689237;26,27;1,36;-14,99;30,28
5,708391;26,31;1,55;-14,86;30,26
5,728820;26,33;1,43;-14,66;30,17
5,748520;26,09;1,32;-14,73;29,99
5,768555;25,75;1,21;-14,88;29,76
5,791634;25,80;1,19;-15,12;29,93
5,808945;26,10;1,19;-14,81;30,03
5,829011;26,37;1,32;-14,71;30,22
5,849199;26,44;1,66;-14,54;30,22
5,869141;26,50;1,53;-14,64;30,31
5,889512;26,63;1,40;-14,99;30,59
5,910382;26,48;1,68;-14,92;30,44
5,929808;26,74;1,68;-14,97;30,69
5,949965;26,67;1,41;-14,97;30,62
5,970079;26,40;1,55;-15,20;30,51
5,991863;26,05;1,32;-15,46;30,32
6,010472;25,90;1,11;-15,67;30,29
6,030324;25,86;1,26;-15,69;30,27
6,050724;25,92;1,41;-15,50;30,23
6,071377;26,31;1,25;-15,69;30,66
6,091566;26,25;1,32;-15,39;30,46
6,111317;26,24;1,41;-15,14;30,33
6,134061;26,59;1,25;-15,11;30,61
6,151815;26,84;1,66;-14,92;30,75
6,172176;26,91;1,79;-14,82;30,78
6,192005;26,78;1,70;-14,69;30,59
6,212320;26,67;1,68;-14,67;30,48
6,232301;26,40;1,62;-14,64;30,23
6,252435;26,37;1,64;-14,71;30,24
6,272641;26,50;1,83;-14,67;30,35
6,292948;26,10;1,77;-14,58;29,95
6,313332;26,12;1,53;-14,77;30,05
6,333282;26,09;1,62;-14,77;30,02
6,353811;26,16;1,64;-14,69;30,05
6,378525;26,09;1,56;-14,47;29,87
6,393979;26,07;1,68;-14,26;29,76
6,414172;26,12;1,90;-14,21;29,80
6,434251;26,14;1,96;-14,41;29,92
6,454149;26,52;2,13;-14,49;30,29
6,479302;26,48;2,09;-14,41;30,22
6,494464;26,59;1,94;-14,49;30,34
6,514775;26,65;1,98;-14,69;30,49
6,534629;26,67;2,13;-14,94;30,64
6,555436;26,54;2,09;-14,97;30,54
6,576609;26,59;1,88;-15,22;30,70
6,599270;26,54;1,81;-15,07;30,57
6,616637;26,44;1,81;-15,14;30,52
6,635615;26,55;1,88;-15,12;30,62
6,655281;26,40;1,90;-15,24;30,54
6,675221;26,37;1,90;-15,11;30,45
6,696640;26,50;1,85;-14,97;30,49
6,717350;26,50;1,85;-15,07;30,54
6,737255;26,46;1,85;-15,03;30,49
6,756621;26,37;1,90;-15,14;30,47
6,777375;26,35;1,86;-14,90;30,33
6,796930;26,20;1,64;-15,07;30,27
6,817742;26,35;1,88;-14,86;30,31
6,836714;26,25;1,75;-15,12;30,35
6,857106;26,01;1,70;-15,18;30,16
6,876761;26,18;1,56;-15,14;30,28
6,898292;26,09;1,40;-14,92;30,08
6,917827;26,25;1,23;-15,01;30,27
6,938487;26,29;1,32;-15,20;30,40
6,958419;26,20;1,56;-14,96;30,21
6,978726;26,14;1,47;-14,86;30,11
6,998057;26,39;1,30;-14,75;30,26
7,018731;26,55;1,43;-14,71;30,39
7,040624;26,39;1,51;-14,58;30,18
7,061046;26,35;1,55;-14,84;30,28
7,081378;26,14;1,70;-14,73;30,05
7,098814;26,12;1,58;-14,62;29,98
7,119793;26,22;1,51;-14,60;30,05
7,142918;26,16;1,49;-14,54;29,97
7,160639;26,27;1,73;-14,52;30,07
7,179236;26,25;1,40;-14,67;30,11
7,200456;26,54;1,47;-14,92;30,48
7,219982;26,46;1,58;-14,73;30,33
7,240597;26,65;1,32;-14,79;30,50
7,260573;26,55;1,45;-14,82;30,45
7,282306;26,50;1,40;-14,80;30,39
7,301067;26,55;1,47;-15,18;30,62
7,321705;26,44;1,45;-14,94;30,40
7,340397;26,31;1,64;-15,03;30,35
7,360470;26,12;1,60;-15,03;30,18
7,380545;26,35;1,43;-14,97;30,34
7,400273;26,33;1,68;-14,90;30,30
7,420493;26,48;1,62;-14,97;30,46
7,440362;26,44;1,75;-15,11;30,50
7,466071;26,55;1,55;-14,86;30,47
7,481191;26,31;1,49;-15,07;30,36
7,500639;26,44;1,53;-14,94;30,41
7,521534;26,39;1,45;-14,96;30,36
7,542165;26,22;1,49;-15,18;30,33
7,562251;26,22;1,71;-15,09;30,30
7,586015;26,16;1,64;-14,92;30,16
7,602953;26,20;1,64;-14,73;30,10
7,622262;26,14;1,58;-14,75;30,06
7,642585;26,22;1,77;-14,64;30,08
7,664367;26,31;1,86;-14,77;30,23
7,683306;26,42;1,94;-14,92;30,41
7,703380;26,72;1,94;-14,66;30,54
7,723556;26,55;1,64;-14,73;30,41
7,743100;26,67;1,71;-14,77;30,53
7,764317;26,82;1,60;-14,79;30,67
7,784221;26,76;1,73;-14,88;30,67
7,803913;26,76;1,86;-14,75;30,61
7,825362;26,67;1,77;-14,62;30,46
7,844506;26,70;1,58;-14,66;30,50
7,864193;26,42;1,60;-14,86;30,36
7,884302;26,55;1,79;-14,81;30,46
7,904380;26,50;1,70;-14,94;30,47
7,924666;26,63;1,73;-15,12;30,67
7,944425;26,63;1,68;-15,29;30,75
7,965246;26,78;1,40;-15,35;30,90
7,985018;26,91;1,53;-15,26;30,97
8,005664;26,91;1,66;-15,12;30,91
8,025616;27,08;1,53;-15,07;31,03
8,047177;26,99;1,28;-15,05;30,93
8,065501;26,85;1,32;-14,96;30,77
8,085780;26,70;1,49;-14,97;30,65
8,105860;26,57;1,49;-14,49;30,30
8,126593;26,40;1,58;-14,75;30,29
8,146535;26,29;1,60;-14,77;30,20
8,166097;26,10;1,55;-14,79;30,04
8,186729;26,05;1,70;-14,86;30,04
8,206595;25,97;1,75;-14,75;29,92
8,226919;25,79;1,70;-14,86;29,81
8,246628;25,75;1,51;-14,77;29,72
8,266914;25,94;1,60;-14,96;29,98
8,287511;25,92;1,66;-14,67;29,83
8,307426;25,90;1,60;-14,66;29,80
8,327744;25,99;1,62;-14,77;29,94
8,347770;25,90;1,71;-14,67;29,82
8,367823;26,05;1,56;-15,24;30,22
8,387866;26,29;1,68;-15,22;30,43
