time;Bx;By;Bz;BT
7,888252;21,30;12,01;-20,67;32,02
7,909740;21,49;11,91;-20,54;32,03
7,928242;21,44;11,84;-20,35;31,84
7,948288;21,47;12,05;-20,05;31,76
7,968515;21,45;11,93;-19,90;31,61
7,990356;21,57;11,78;-19,66;31,47
8,010970;21,42;11,71;-19,83;31,45
8,029553;21,44;11,56;-19,98;31,50
8,049350;21,25;11,46;-20,07;31,40
8,068965;21,02;11,63;-20,11;31,33
8,089285;20,97;11,76;-20,54;31,62
8,110804;20,69;11,54;-20,65;31,43
8,129912;20,63;11,61;-20,54;31,34
8,149775;20,74;11,41;-20,69;31,44
8,170158;20,76;11,48;-20,62;31,43
8,196790;20,76;11,58;-20,58;31,44
8,213448;20,67;11,75;-20,26;31,23
8,230604;20,74;11,69;-20,21;31,23
8,250998;20,99;11,45;-19,89;31,09
8,271137;21,12;11,52;-19,83;31,18
8,291055;21,12;11,48;-19,74;31,10
8,316856;20,91;11,43;-19,62;30,87
8,333454;21,02;11,54;-19,87;31,14
8,350942;20,99;11,41;-19,77;31,01
8,371504;21,21;11,37;-20,00;31,29
8,391877;21,25;11,37;-19,90;31,26
8,412899;21,15;11,60;-19,77;31,19
8,431470;20,97;11,73;-19,96;31,23
8,451683;21,04;11,46;-20,09;31,27
8,472377;21,15;11,61;-20,07;31,39
8,493285;21,04;11,50;-19,89;31,15
8,514479;20,80;11,52;-20,06;31,10
8,533175;20,52;11,45;-20,17;30,96
8,553837;20,48;11,48;-20,39;31,10
8,573245;20,57;11,48;-20,60;31,30
8,592661;20,95;11,43;-20,49;31,45
8,613101;20,78;11,60;-20,65;31,51
8,633826;20,76;11,52;-20,67;31,48
8,653434;20,76;11,52;-20,58;31,42
8,674005;21,00;11,63;-20,34;31,47
8,694642;21,10;11,60;-20,30;31,49
8,714141;21,17;11,76;-20,39;31,66
8,733713;21,17;11,80;-20,35;31,65
8,754199;20,97;11,61;-20,22;31,36
8,774585;20,99;11,60;-20,13;31,31
8,794246;21,12;11,65;-20,19;31,45
8,814807;21,30;11,78;-20,09;31,57
8,835020;21,17;11,91;-20,22;31,61
8,855306;21,36;11,93;-20,28;31,78
8,875798;21,14;11,73;-20,22;31,52
8,895199;21,12;11,35;-20,34;31,44
8,915777;21,12;11,45;-20,34;31,47
8,935867;21,21;11,45;-20,34;31,54
8,956156;21,12;11,45;-20,37;31,50
8,975291;20,93;11,31;-20,60;31,47
8,996037;21,15;11,22;-20,54;31,55
9,016739;20,89;11,05;-20,58;31,34
9,037233;21,30;11,09;-20,58;31,63
9,057227;21,04;11,22;-20,75;31,61
9,076663;20,87;11,11;-20,80;31,49
9,096837;20,97;11,24;-20,62;31,48
9,117075;20,84;11,31;-20,71;31,48
9,136889;20,80;11,48;-20,80;31,58
9,157087;20,78;11,50;-20,69;31,50
9,177217;20,91;11,60;-20,62;31,57
9,197914;20,72;11,63;-20,45;31,35
9,218062;20,95;11,69;-20,15;31,33
9,237485;21,30;11,65;-20,24;31,61
9,257781;21,30;11,65;-20,11;31,53
9,282030;21,32;11,67;-20,09;31,54
9,298315;21,21;11,52;-20,06;31,38
9,318381;21,17;11,41;-20,26;31,45
9,338363;21,21;11,48;-20,13;31,42
9,358377;21,17;11,45;-20,39;31,55
9,378627;21,29;11,56;-20,37;31,65
9,401665;21,30;11,75;-20,26;31,66
9,419681;21,23;11,54;-20,67;31,80
9,439140;21,36;11,33;-20,58;31,75
9,459327;21,49;11,37;-20,45;31,77
9,479694;21,40;11,31;-20,47;31,70
9,501262;21,38;11,30;-20,75;31,86
9,520206;21,38;11,30;-20,71;31,84
9,540114;21,30;11,13;-20,82;31,80
9,559755;20,99;11,03;-20,80;31,54
9,581101;20,84;11,15;-20,43;31,24
9,601755;20,78;11,39;-20,58;31,39
9,621482;20,80;11,46;-20,47;31,35
9,640658;20,69;11,45;-20,28;31,15
9,660470;20,87;11,58;-20,06;31,18
9,680711;20,80;11,52;-19,85;30,97
9,701828;20,80;11,65;-19,98;31,11
9,721165;21,00;11,69;-20,02;31,28
9,741157;21,34;11,67;-20,22;31,63
9,762952;21,38;11,54;-19,96;31,44
9,781856;21,40;11,52;-20,13;31,56
9,801469;21,53;11,60;-20,30;31,78
9,822212;21,34;11,56;-20,49;31,76
9,842062;21,42;11,61;-20,56;31,88
9,862866;21,32;11,54;-20,28;31,61
9,883303;21,23;11,65;-20,26;31,58
9,902716;21,19;11,54;-20,21;31,47
9,922969;21,21;11,37;-20,28;31,47
9,943500;21,27;11,24;-20,36;31,51
9,962844;21,29;11,18;-20,15;31,37
9,983084;21,36;11,30;-20,17;31,47
10,002904;21,45;11,43;-20,17;31,58
